title,author,description,target,isbn13
surfside sisters,Nancy Thayer,things go sour new york city novelist returns nantucket must face past mistakes,surfside sisters things go sour new york city novelist returns nantucket must face past mistakes,9781524798727
the moment of lift,Melinda Gates,philanthropist shares stories empowering women improve society,the moment of lift philanthropist shares stories empowering women improve society,9781250240521
shortest way home,Pete Buttigieg,memoir current mayor south bend ind first openly gay democratic candidate run president united states,shortest way home memoir current mayor south bend ind first openly gay democratic candidate run president united states,9781631494369
sea stories,William H McRaven,memoir retired fourstar navy admiral including capture saddam hussein raid kill osama bin laden,sea stories memoir retired fourstar navy admiral including capture saddam hussein raid kill osama bin laden,9781538729748
american predator,Maureen Callahan,fbi caught israel keyes serial killer 14 years attacked victims across country returned quiet life alaska,american predator fbi caught israel keyes serial killer 14 years attacked victims across country returned quiet life alaska,9780525428640
the chef,James Patterson and Max DiLallo,caleb rooney police detective celebrity food truck chef must clear name murder allegations,the chef caleb rooney police detective celebrity food truck chef must clear name murder allegations,9780316453301
the border,Don Winslow,third book power dog series art keller’s fight keep drugs country taken complicated turn,the border third book power dog series art keller’s fight keep drugs country taken complicated turn,9780062664488
an anonymous girl,Greer Hendricks and Sarah Pekkanen,jessica farris’s life unravels signs dr shields’s psychology study,an anonymous girl jessica farris’s life unravels signs dr shields’s psychology study,9781250133731
chocolate cream pie murder,Joanne Fluke,hannah swensen teams former lover find left dead body bedroom,chocolate cream pie murder hannah swensen teams former lover find left dead body bedroom,9781496718860
nine perfect strangers,Liane Moriarty,romance writer becomes fascinated owner director health resort,nine perfect strangers romance writer becomes fascinated owner director health resort,9781250069825
the reckoning,John Grisham,decorated world war ii veteran shoots kills pastor,the reckoning decorated world war ii veteran shoots kills pastor,9780385544153
never tell,Lisa Gardner,dd warren flora dane investigate whether pregnant woman shot killed husband,never tell dd warren flora dane investigate whether pregnant woman shot killed husband,9781524742089
fire and blood,George RR Martin,first volume twopart history targaryens westeros,fire and blood first volume twopart history targaryens westeros,9781524796280
the priory of the orange tree,Samantha Shannon,queen sabran ninth must conceive daughter protect realm dragon,the priory of the orange tree queen sabran ninth must conceive daughter protect realm dragon,9781635570298
"black leopard, red wolf",Marlon James,loner named tracker teams group unusual characters search mysterious boy,"black leopard, red wolf loner named tracker teams group unusual characters search mysterious boy",9780735220171
circe,Madeline Miller,zeus banishes helios daughter island must choose living gods mortals,circe zeus banishes helios daughter island must choose living gods mortals,9780316556347
the great alone,Kristin Hannah,former prisoner war moves family alaska,the great alone former prisoner war moves family alaska,9780312577230
connections in death,JD Robb,eve dallas scours tattoo parlors strip joints clues cause lyle pickering’s mysterious death,connections in death eve dallas scours tattoo parlors strip joints clues cause lyle pickering’s mysterious death,9781250201577
the threat,Andrew G McCabe,former deputy director fbi describes major events career ways agency works protect americans,the threat former deputy director fbi describes major events career ways agency works protect americans,9781250207579
women rowing north,Mary Pipher,reflections ageism misogyny loss women might encounter grow older,women rowing north reflections ageism misogyny loss women might encounter grow older,9781632869609
grateful american,Gary Sinise with Marcus Brotherton,oscarnominated actor describes entertained troops helped veterans,grateful american oscarnominated actor describes entertained troops helped veterans,9781404110823
