genre,title,author,description,isbn13,weeks,rating,target
Combined Print & E-Book Fiction,the woman in cabin 10,Ruth Ware,travel writer cruise certain heard body thrown overboard one believes,9781501132933,8,,the woman in cabin 10 Ruth Ware travel writer cruise certain heard body thrown overboard one believes
Combined Print & E-Book Fiction,razor girl,Carl Hiaasen,excop andrew yancy​ ​“bad monkey” gets involved kidnapping gone wrong,9780385349741,3,,razor girl Carl Hiaasen excop andrew yancy​ ​“bad monkey” gets involved kidnapping gone wrong
Combined Print & E-Book Fiction,apprentice in death,J D Robb,lt eve dallas nypd calls technological expertise husband three skaters shot sniper,9781101987988,3,,apprentice in death J D Robb lt eve dallas nypd calls technological expertise husband three skaters shot sniper
Combined Print & E-Book Fiction,the underground railroad,Colson Whitehead,teenage girl heads north network helped slaves escape freedom envisioned novel secret system actual tracks tunnels,9780385542364,8,,the underground railroad Colson Whitehead teenage girl heads north network helped slaves escape freedom envisioned novel secret system actual tracks tunnels
Combined Print & E-Book Fiction,the bonesetter's daughter,Amy Tan,chineseamerican woman struggles understand family originally published 2001,9781101202951,1,,the bonesetter's daughter Amy Tan chineseamerican woman struggles understand family originally published 2001
Combined Print & E-Book Fiction,inferno,Dan Brown,symbologist robert langdon run florence must decipher series codes created danteloving scientist,9781101972977,29,,inferno Dan Brown symbologist robert langdon run florence must decipher series codes created danteloving scientist
Combined Print & E-Book Fiction,pirate,Clive Cussler and Robin Burcell,sam remi fargo pursue ancient treasure,9780399183973,0,,pirate Clive Cussler and Robin Burcell sam remi fargo pursue ancient treasure
Combined Print & E-Book Fiction,the last mile,David Baldacci,sequel “memory man” amos decker detective extraordinary memory investigates case convicted killer wins lastminute reprieve,9781455586462,0,,the last mile David Baldacci sequel “memory man” amos decker detective extraordinary memory investigates case convicted killer wins lastminute reprieve
Combined Print & E-Book Fiction,playboy pilot,Penelope Ward and Vi Keeland,woman knows highflying affair pilot wont last ending wont expects,9781942215493,0,,playboy pilot Penelope Ward and Vi Keeland woman knows highflying affair pilot wont last ending wont expects
Combined Print & E-Book Fiction,rogue lawyer,John Grisham,attorney sebastian rudd “lone gunman” hates injustice system defends unpopular clients,9780553393484,0,,rogue lawyer John Grisham attorney sebastian rudd “lone gunman” hates injustice system defends unpopular clients
Combined Print & E-Book Fiction,a great reckoning,Louise Penny,instructor police academy found murdered perhaps one cadets favored armand gamache retired homicide chief sûreté du québec,9781250022127,0,,a great reckoning Louise Penny instructor police academy found murdered perhaps one cadets favored armand gamache retired homicide chief sûreté du québec
Combined Print & E-Book Fiction,the girl in the spider's web,David Lagercrantz,mikael blomkvist lisbeth salander back continuation steig larssons millennium series,9780385354295,10,,the girl in the spider's web David Lagercrantz mikael blomkvist lisbeth salander back continuation steig larssons millennium series
Combined Print & E-Book Fiction,a girl's guide to moving on,Debbie Macomber,mother daughterinlaw leave unhappy marriages take new men,9780553391930,1,,a girl's guide to moving on Debbie Macomber mother daughterinlaw leave unhappy marriages take new men
Combined Print & E-Book Fiction,runaway vampire,Lynsay Sands,mary becomes embroiled dantes search twin running rv,9780062316059,1,,runaway vampire Lynsay Sands mary becomes embroiled dantes search twin running rv
Combined Print & E-Book Fiction,cometh the hour,Jeffrey Archer,sixth penultimate book clifton chronicles brings cliftons barringtons 1970s,9781466867505,2,,cometh the hour Jeffrey Archer sixth penultimate book clifton chronicles brings cliftons barringtons 1970s
Combined Print & E-Book Fiction,girl missing,Tess Gerritsen,medical examiner kat novak fears serial killer stalking streets one town’s prominent citizens chief suspect previously published peggy sue got murdered,9780345549631,1,,girl missing Tess Gerritsen medical examiner kat novak fears serial killer stalking streets one town’s prominent citizens chief suspect previously published peggy sue got murdered
Combined Print & E-Book Fiction,roomhate,Penelope Ward,woman must share inherited house man dumped long ago,9781942215363,2,,roomhate Penelope Ward woman must share inherited house man dumped long ago
Combined Print & E-Book Fiction,wedding cake murder,Joanne Fluke,lake eden minn baker hannah swensen get married first must solve murder visiting celebrity chef recipes included,9781617732171,1,,wedding cake murder Joanne Fluke lake eden minn baker hannah swensen get married first must solve murder visiting celebrity chef recipes included
Combined Print & E-Book Fiction,fighting dirty,Lori Foster,armie must balance budding career mma fighter growing feelings best friends sister,9781459292413,1,,fighting dirty Lori Foster armie must balance budding career mma fighter growing feelings best friends sister
Combined Print & E-Book Fiction,find her,Lisa Gardner,detective warren hunts missing woman kidnapped abused student may become vigilante,9780698404229,3,,find her Lisa Gardner detective warren hunts missing woman kidnapped abused student may become vigilante
Combined Print & E-Book Fiction,the widow,Fiona Barton,suspect missingchild case dies reporters police think they’ll get real story widow they’re wrong,9781101990469,2,,the widow Fiona Barton suspect missingchild case dies reporters police think they’ll get real story widow they’re wrong
Combined Print & E-Book Fiction,nypd red 4,James Patterson and Marshall Karp,detective zach jordan partner members elite task force protects rich famous pursue coldblooded killer,9780316288729,0,,nypd red 4 James Patterson and Marshall Karp detective zach jordan partner members elite task force protects rich famous pursue coldblooded killer
Combined Print & E-Book Fiction,brotherhood in death,J D Robb,lt eve dallas nypd helps friend husband solve mystery involving politics real estate nora roberts writing pseudonymously,9780698161481,0,,brotherhood in death J D Robb lt eve dallas nypd helps friend husband solve mystery involving politics real estate nora roberts writing pseudonymously
Combined Print & E-Book Fiction,from sanctum with love,Lexi Blake,psychologist contends serial killer growing infatuation assistant,9781937608491,0,,from sanctum with love Lexi Blake psychologist contends serial killer growing infatuation assistant
Combined Print & E-Book Fiction,room,Emma Donoghue,world 5yearold boy narrates novel 11by11foot room mother held basis movie,9780316129114,0,,room Emma Donoghue world 5yearold boy narrates novel 11by11foot room mother held basis movie
Combined Print & E-Book Fiction,revenge,Lisa Jackson,collected one volume authors love letters trilogy secrets revealed head towns wealthiest family murdered,9781420136043,0,,revenge Lisa Jackson collected one volume authors love letters trilogy secrets revealed head towns wealthiest family murdered
Combined Print & E-Book Fiction,inferno,Dan Brown,symbologist robert langdon run florence must decipher series codes created danteloving scientist,9780385537865,3,,inferno Dan Brown symbologist robert langdon run florence must decipher series codes created danteloving scientist
Combined Print & E-Book Fiction,and the mountains echoed,Khaled Hosseini,multigenerational family saga centers brother sister born afghanistan,9781101626276,2,,and the mountains echoed Khaled Hosseini multigenerational family saga centers brother sister born afghanistan
Combined Print & E-Book Fiction,the hit,David Baldacci,government hitman robie uncovers serious threat attempts take fellow assassin gone rogue,9781455521289,6,,the hit David Baldacci government hitman robie uncovers serious threat attempts take fellow assassin gone rogue
Combined Print & E-Book Fiction,deeply odd,Dean Koontz,odd thomas communicate dead must forestall crime discovering three innocent people targeted evil killer,9780345535696,1,,deeply odd Dean Koontz odd thomas communicate dead must forestall crime discovering three innocent people targeted evil killer
Combined Print & E-Book Fiction,the forever of ella and micha,Jessica Sorensen,new tragedy strikes ella micha one make choice could break apart forever,9781455574872,1,,the forever of ella and micha Jessica Sorensen new tragedy strikes ella micha one make choice could break apart forever
